Commit,Date,related,PR/Issue,Root Cause,Impact,Fixing pattern,Fixing element
https://github.com/pytorch/pytorch/commit/0a06bf89dba68b738c0454b6f54556caf449ad6d,2022-06-23 12:59:07,2,,,,,
https://github.com/pytorch/pytorch/commit/577e90ae9bf257040acb68da3626d9a64d07bf7a,2022-06-23 5:04:34,2,,,,,
https://github.com/pytorch/pytorch/commit/344c55cdd976c5354e1c5b1ed544265e90313e28,2022-06-21 16:41:02,2,,,,,
https://github.com/pytorch/pytorch/commit/5b44ba834f1262501554f702c609be3cbb5e5f0f,2022-06-20 14:36:19,2,,,,,
https://github.com/pytorch/pytorch/commit/de842cac695743b410776d0d2a2e421e9259012b,2022-06-20 8:33:55,2,,,,,
https://github.com/pytorch/pytorch/commit/5ca9253fa85e3e570d28cb831fd7d145ef3e26c7,2022-06-18 17:46:12,2,,,,,
https://github.com/pytorch/pytorch/commit/e81ab046bd8ce819ea879478e3d79bdd047a0420,2022-06-14 23:24:51,2,,,,,
https://github.com/pytorch/pytorch/commit/e479daed78b80179466c7233203c98a3fc0fc117,2022-06-14 15:02:04,2,,,,,
https://github.com/pytorch/pytorch/commit/77d5eb7d1cbe86fa93cc87a49d24ba839b992735,2022-06-10 19:55:05,2,,,,,
https://github.com/pytorch/pytorch/commit/26f2376b7819df6653aae24af4a4929df788dde8,2022-06-10 15:11:03,2,,,,,
https://github.com/pytorch/pytorch/commit/c0a7c1d02e193de79a99b049b1075f2f6ef9eb52,2022-06-09 20:41:33,2,,,,,
https://github.com/pytorch/pytorch/commit/54ea6bbc6f3b660076b6def5feeaecf678d82aa1,2022-06-09 18:04:51,2,,,,,
https://github.com/pytorch/pytorch/commit/db08eb88e6554b6d1b185dedc49468b2612d8d86,2022-06-09 14:08:11,2,,,,,
https://github.com/pytorch/pytorch/commit/a374254b68dd5a1a9a51cdd4ddc6e7b1ffba810f,2022-06-09 11:41:33,2,,,,,
https://github.com/pytorch/pytorch/commit/32461ed319866f06c95c1bedd61a6acbceca9529,2022-06-07 14:26:45,2,,,,,
https://github.com/pytorch/pytorch/commit/157d478a30f27fd9d866c1235841721a559c8d0b,2022-06-05 19:10:55,2,,,,,
https://github.com/pytorch/pytorch/commit/1f819ee965894b8332cb364a67c91855c91c9dcc,2022-06-03 16:14:32,2,,,,,
https://github.com/pytorch/pytorch/commit/6d7eddbb7592401b9a5a99b24607c0042ae335e1,2022-06-03 15:41:29,2,,,,,
https://github.com/pytorch/pytorch/commit/cc6a51c9f3ee97a06ff9c0b84477e88e33e31137,2022-06-02 17:12:14,2,,,,,
https://github.com/pytorch/pytorch/commit/d8093105d1d4f89079d519e39b4a288e43f9e143,2022-06-02 16:11:30,2,,,,,
https://github.com/pytorch/pytorch/commit/ebc4cfe3aab3ffbdf9df3ed52ab7d7537d50d7b1,2022-06-02 12:48:36,2,,,,,
https://github.com/pytorch/pytorch/commit/ffaee6619cd29c2e3ce9a131a9e9722224b446f2,2022-06-01 13:19:17,2,,,,,
https://github.com/pytorch/pytorch/commit/b6672b10e153b63748874ca9008fd3160f38c3dd,2022-05-30 16:08:48,2,,,,,
https://github.com/pytorch/pytorch/commit/b6920405da340bbd3397b80bf16d9c360b0c48d2,2022-05-25 22:27:33,2,,,,,
https://github.com/pytorch/pytorch/commit/fc2aef5562e873d85f0a481b12e3ea0f2bd37668,2022-05-25 15:26:43,2,,,,,
https://github.com/pytorch/pytorch/commit/b7bb34d7625d95e5088638721dcc07c2bc5e2ade,2022-05-24 18:28:16,2,,,,,
https://github.com/pytorch/pytorch/commit/331629046d2da10b0716882ed4c480408024ee78,2022-05-24 15:00:32,2,,,,,
https://github.com/pytorch/pytorch/commit/b2d110447190abe5d66b0b59a775cc4881f3e30e,2022-05-23 11:42:16,2,,,,,
https://github.com/pytorch/pytorch/commit/6ffa9a8ad2e5c2f1ee3e704dda5fd3677626a062,2022-05-21 15:28:55,2,,,,,
https://github.com/pytorch/pytorch/commit/6fa7efaafe7c8efe54717f9faae97a4c257f45a4,2022-05-21 15:28:55,2,,,,,
https://github.com/pytorch/pytorch/commit/9a941ec2c27885cba39e60b348874b5aec199660,2022-05-21 15:23:43,2,,,,,
https://github.com/pytorch/pytorch/commit/59bc76f97a39e14de57c599ce3d2d34b7d86db7d,2022-05-21 14:23:43,2,,,,,
https://github.com/pytorch/pytorch/commit/83d875d43150b0b7542095ee30999dd6a1b08386,2022-05-20 3:01:23,2,,,,,
https://github.com/pytorch/pytorch/commit/e7cb44b6c406b790e9ea9a91270cc908934b7dfd,2022-05-18 7:27:52,2,,,,,
https://github.com/pytorch/pytorch/commit/906fc77745631284642cdf678000eb8f56f32efc,2022-05-16 15:02:01,2,,,,,
https://github.com/pytorch/pytorch/commit/e175065c4e31f33247eec4edf026c8ee020d943e,2022-05-14 15:31:32,2,,,,,
https://github.com/pytorch/pytorch/commit/fe6aa0844466e5dd2669092eac5edde153108b28,2022-05-13 16:49:40,2,,,,,
https://github.com/pytorch/pytorch/commit/6e05f7608962a61283b04b6bad49047dc258f14c,2022-05-13 16:27:53,2,,,,,
https://github.com/pytorch/pytorch/commit/b825e1d472320711a6352eff7c4ba92f1186af21,2022-05-12 0:02:46,2,,,,,
https://github.com/pytorch/pytorch/commit/cd916feae70c0b2343856a7ee4bd1169ab36931f,2022-05-10 12:16:27,2,,,,,
https://github.com/pytorch/pytorch/commit/b9e919fed7d618b4765ac1724a658f4cd897086f,2022-05-09 16:04:21,2,,,,,
https://github.com/pytorch/pytorch/commit/29b702144bf5bb96dfd8fcbd04b6562a27ca5385,2022-05-07 6:35:29,2,,,,,
https://github.com/pytorch/pytorch/commit/9bcb4de16878073896d8743fbd70d5abe28b595a,2022-05-03 7:50:36,2,,,,,
https://github.com/pytorch/pytorch/commit/75be4f9cdb503d6eff189b2bc5c05d96bff66653,2022-04-26 13:52:45,2,,,,,
https://github.com/pytorch/pytorch/commit/f02b7a9c36dd6182da694bc47a5c345285dfd951,2022-04-26 9:07:56,2,,,,,
https://github.com/pytorch/pytorch/commit/30342f6ba6d401c2501dc98ec7a62c6146d44e81,2022-04-25 23:16:39,2,,,,,
https://github.com/pytorch/pytorch/commit/a9deda5469a6ef73692a9dd796cc4eeba4436d6c,2022-04-25 20:56:10,2,,,,,
https://github.com/pytorch/pytorch/commit/1df2d6a9599e279cbed64f5f59ceb214fbb03457,2022-04-25 17:13:26,2,,,,,
https://github.com/pytorch/pytorch/commit/f7e4b77add1985cea7d78e147b56a6f8d0bf2ee3,2022-04-25 8:24:28,2,,,,,
https://github.com/pytorch/pytorch/commit/7047b94fe519b4b9c2957ad48cf70fbf8f733b9b,2022-04-21 21:15:55,2,,,,,
https://github.com/pytorch/pytorch/commit/128dd6b1502ad3687ffb79484b72d4cfafec496e,2022-04-20 19:10:41,2,,,,,
https://github.com/pytorch/pytorch/commit/0dc860dbd65a424cbc24e00ab9f8ba5fbe6020ca,2022-04-19 15:37:51,2,,,,,
https://github.com/pytorch/pytorch/commit/1000aaf8557e120140163589ab2bb508472dfaa0,2022-04-19 14:47:59,2,,,,,
https://github.com/pytorch/pytorch/commit/213ada853f0f6969c9bd71790e508ea9d2079d48,2022-04-14 13:13:55,2,,,,,
https://github.com/pytorch/pytorch/commit/bc371a2cd03ce573f3ad4f7be141364136028905,2022-04-12 20:33:49,2,,,,,
https://github.com/pytorch/pytorch/commit/04db1b874ff4fe902af3dd7540159645309490a7,2022-04-12 14:26:33,2,,,,,
https://github.com/pytorch/pytorch/commit/42b4d0e934937e6ce9bdec433771f92d6df4a06d,2022-04-12 13:45:08,2,,,,,
https://github.com/pytorch/pytorch/commit/dfcb7035a054ef61a5ab5c5095f3d3125bd77ff3,2022-04-11 15:30:41,2,,,,,
https://github.com/pytorch/pytorch/commit/37dea0454dd310cfe443859f717862657df6b753,2022-04-07 23:56:03,2,,,,,
https://github.com/pytorch/pytorch/commit/0b845bb6458f00485c53ddef6d7a52d4b818a8a7,2022-03-31 6:55:55,2,,,,,
https://github.com/pytorch/pytorch/commit/ec6f7670978abbe46603c00b5950cbac13923061,2022-03-31 0:25:43,2,,,,,
https://github.com/pytorch/pytorch/commit/541c29672839089816b7dd14fe92b6c4d6b92321,2022-03-29 20:31:07,2,,,,,
https://github.com/pytorch/pytorch/commit/1c5a8125798392f8d7c57e88735f43a14ae0beca,2022-03-26 10:49:11,2,,,,,
https://github.com/pytorch/pytorch/commit/ec071a0815adfd180ba1ab103be2f7d2227f07cc,2022-03-18 16:00:24,2,,,,,
https://github.com/pytorch/pytorch/commit/c170d395de8ca441d3bedb20c9e45beb666f216c,2022-03-17 11:31:26,2,,,,,
https://github.com/pytorch/pytorch/commit/f42e9949331a82077b049dc361af5a248cdfd909,2022-03-14 17:04:18,2,,,,,
https://github.com/pytorch/pytorch/commit/f810d96806d0e767aeca9fe9cf50e0bdcaab7d52,2022-03-14 16:29:58,2,,,,,
https://github.com/pytorch/pytorch/commit/b0a327d1f4589130e754fb167abdf11a3fb85b1c,2022-03-09 19:16:53,2,,,,,
https://github.com/pytorch/pytorch/commit/012829eb3657aff2d58cead0bd166089c6e90c7f,2022-03-09 11:44:56,2,,,,,
https://github.com/pytorch/pytorch/commit/d6c29b1d309f6ef14ddb15cf7e7a865ad9c7d508,2022-03-07 19:56:55,2,,,,,
https://github.com/pytorch/pytorch/commit/89b16f1a2c7b4798c06bdf3b30631fbd5014843e,2022-03-07 15:33:22,2,,,,,
https://github.com/pytorch/pytorch/commit/154f0ace7244fa7f3d126f069c7b5b7c1ef96871,2022-03-02 15:56:23,2,,,,,
https://github.com/pytorch/pytorch/commit/e9c1ccee2247a7746fde202067a7d47b72809968,2022-03-01 18:28:14,2,,,,,
https://github.com/pytorch/pytorch/commit/be253b8ee8a104997773d11ed28928a48193217d,2022-03-01 1:31:52,2,,,,,
https://github.com/pytorch/pytorch/commit/cafd0f33042f5344a27ccde33b352eab676a0bdd,2022-02-24 14:39:32,2,,,,,
https://github.com/pytorch/pytorch/commit/5772b1afbcd178aeda3af34c6f2f2d3395f4368a,2022-02-24 11:38:55,2,,,,,
https://github.com/pytorch/pytorch/commit/bdc8b3f3e828ca7202879baa379fda6df5b078d2,2022-02-18 20:33:51,2,,,,,
https://github.com/pytorch/pytorch/commit/98f9ff90268ae62ab6d794cce0786121bf17edc9,2022-02-18 13:41:47,2,,,,,
https://github.com/pytorch/pytorch/commit/41ad221751e57c2d2ccc82b431f56d6ed62e1741,2022-02-16 13:36:21,2,,,,,
https://github.com/pytorch/pytorch/commit/ee79e4c6b298a9515dc81bf574920c7926920e94,2022-02-14 21:17:57,2,,,,,
https://github.com/pytorch/pytorch/commit/678c08bb55eef0c2e707a17d0cd6e50f5b9bd427,2022-02-11 10:59:13,2,,,,,
https://github.com/pytorch/pytorch/commit/d891b730c535e2bf201c43badadc282e315d66e9,2022-02-10 2:03:36,2,,,,,
https://github.com/pytorch/pytorch/commit/6a1147d0596d49e7c2c8f4894484ffcd322f612d,2022-02-08 20:23:22,2,,,,,
https://github.com/pytorch/pytorch/commit/8315c9b885816cbad29f26035e7d54b39cb48de5,2022-02-07 15:44:59,2,,,,,
https://github.com/pytorch/pytorch/commit/5b7c72101ca8e9d4edba1d16b6121ad900ca3936,2022-02-03 10:36:15,2,,,,,
https://github.com/pytorch/pytorch/commit/d23231fd8cd50e4eb657eb7c3cf102475634f9c6,2022-02-02 19:41:03,2,,,,,
https://github.com/pytorch/pytorch/commit/7bb614fc71004d2d2c5b2def26ec3abf54201cf1,2022-02-01 12:09:35,2,,,,,
https://github.com/pytorch/pytorch/commit/a83cf17807c7509c4211676889977d36d8688a73,2022-01-31 18:52:37,2,,,,,
https://github.com/pytorch/pytorch/commit/871e240e6367f94966a3e2f9deefbfa98e314d6d,2022-01-31 15:50:42,2,,,,,
https://github.com/pytorch/pytorch/commit/027c0d7f8e37e583c02b372df5331d73793c06b1,2022-01-26 21:28:19,2,,,,,
https://github.com/pytorch/pytorch/commit/666ff0ae220e1a5c406b0bc5cd43283e1b18b38e,2022-01-26 17:29:33,2,,,,,
https://github.com/pytorch/pytorch/commit/211deb0364c56dd757836027ba4123ec1f794886,2022-01-25 13:32:13,2,,,,,
https://github.com/pytorch/pytorch/commit/35e7ac3fa17bc20d982ea69440d30cd9658dff25,2022-01-25 0:33:36,2,,,,,
https://github.com/pytorch/pytorch/commit/4b3cf1eaf72bcdd3affe3797b3f10b9f455d6cda,2022-01-20 14:38:41,2,,,,,
https://github.com/pytorch/pytorch/commit/cf47338191af07b094757c534611077a560a3fed,2022-01-17 13:05:21,2,,,,,
https://github.com/pytorch/pytorch/commit/f6b804ba9fec2035fcf6b222708d01a4c41cbc89,2022-01-12 20:59:54,2,,,,,
https://github.com/pytorch/pytorch/commit/6c1be299c195eaee54cc02c2a6f4189628f28da3,2022-01-12 17:27:16,2,,,,,
https://github.com/pytorch/pytorch/commit/578fe11673fab53cd4701b107881edaa6596a553,2022-01-06 12:50:34,2,,,,,
https://github.com/pytorch/pytorch/commit/1507ce90b22a6a032f2a36294d54b08db8d7e028,2022-01-05 1:36:07,2,,,,,
https://github.com/pytorch/pytorch/commit/65faf1a7eb07129d8b1f017fac341e178620dabd,2021-12-30 22:59:25,2,,,,,
https://github.com/pytorch/pytorch/commit/b7259b8660de85c10f1536605c4e609c07d9f342,2021-12-22 14:00:00,2,,,,,
https://github.com/pytorch/pytorch/commit/29f1ccc8f0ef6dbc91e1e1e96995adb95259169d,2021-12-22 10:24:04,2,,,,,
https://github.com/pytorch/pytorch/commit/23902fb8955d48b8d1dfdd54c40e72c2744cac8e,2021-12-21 18:16:39,2,,,,,
https://github.com/pytorch/pytorch/commit/a6b7521428e89e2d98bc1c67b933b1d8ff94765a,2021-12-17 15:53:49,2,,,,,
https://github.com/pytorch/pytorch/commit/2c9dd886afc656a8bfe5d8bbcb601ee5877cee21,2021-12-14 12:55:59,2,,,,,
https://github.com/pytorch/pytorch/commit/fced51eaf7eab7c513b02c76cc44ef6b62b3b3ef,2021-12-01 19:43:42,2,,,,,
https://github.com/pytorch/pytorch/commit/e6a8d15a4c0f6a97f20813cd495fced784682fe1,2021-11-29 22:37:58,2,,,,,
https://github.com/pytorch/pytorch/commit/be70477a7bd89af482a6b7d7ad85b3d0bdfde32d,2021-11-29 19:08:52,2,,,,,
https://github.com/pytorch/pytorch/commit/b7d58745c882a66f5c20d2ba05b99ddce7491d38,2021-11-21 10:08:12,2,,,,,
https://github.com/pytorch/pytorch/commit/b3a7d696b37b502d1688741eb3339da64c23ab93,2021-11-21 10:08:09,2,,,,,
https://github.com/pytorch/pytorch/commit/c72ffee4975bdd37231ae053fea30cbbd2da7afc,2021-11-21 10:06:42,2,,,,,
https://github.com/pytorch/pytorch/commit/f0e2ad5037aca1ff2e4e2c2d71a1b8865710621d,2021-11-18 10:00:36,2,,,,,
https://github.com/pytorch/pytorch/commit/0823d18fcdb2a1b0846309c31ae14deabc36e915,2021-11-15 17:58:33,2,,,,,
https://github.com/pytorch/pytorch/commit/ccd967556956f79d0e0d852afac849097de5c950,2021-11-15 15:11:08,2,,,,,
https://github.com/pytorch/pytorch/commit/6cade3362b3766702b683ca83e1e9d13e57e143a,2021-11-11 15:08:24,2,,,,,
https://github.com/pytorch/pytorch/commit/442d7d72def17dba46f0b95c55c6a028428be0bc,2021-11-09 14:42:34,2,,,,,
https://github.com/pytorch/pytorch/commit/201f7d330ac8c33a7bedb8f0a66954415d1d27db,2021-11-03 13:41:41,2,,,,,
https://github.com/pytorch/pytorch/commit/152f665dee05377f7459d985d60dc1edb782d40e,2021-11-01 19:53:54,2,,,,,
https://github.com/pytorch/pytorch/commit/45d5b3248b430aca70111316accd165954464589,2021-11-01 17:45:33,2,,,,,
https://github.com/pytorch/pytorch/commit/9cdd1d7e489b17ba86aafdadef37eecbf0a64917,2021-11-01 9:24:27,2,,,,,
https://github.com/pytorch/pytorch/commit/2cac92f4706ddfab149b2c7585f4254a4f7541b1,2021-10-29 17:25:10,2,,,,,
https://github.com/pytorch/pytorch/commit/99282126dc51e34876844df5a6cbb5933a9674f5,2021-10-29 8:22:17,2,,,,,
https://github.com/pytorch/pytorch/commit/eea20bfa1592de494272dfaae0a357ff5139928d,2021-10-28 10:45:28,2,,,,,
https://github.com/pytorch/pytorch/commit/af1a2df8258b1d3ec54f5f41d59c823e74df0712,2021-10-22 20:47:07,2,,,,,
https://github.com/pytorch/pytorch/commit/690c2a7076c2a5749f91ce6e97597548074b2120,2021-10-19 14:52:38,2,,,,,
https://github.com/pytorch/pytorch/commit/7e81a89e13911c8324466d503d0cfd4c16f8637e,2021-10-19 14:30:46,2,,,,,
https://github.com/pytorch/pytorch/commit/17f07c310ba1e0d15cfc98755614b933d3c0b24f,2021-10-19 12:45:18,2,,,,,
https://github.com/pytorch/pytorch/commit/6401658b08519a883317f36a7a81891c2337a161,2021-10-13 13:33:49,2,,,,,
https://github.com/pytorch/pytorch/commit/47c531b6e80e36282dbaec60d239ae1b9f816f43,2021-10-12 13:49:36,2,,,,,
https://github.com/pytorch/pytorch/commit/88ed93c2ca0853d7841b3526fb42ca55376438b5,2021-10-11 19:48:11,2,,,,,
https://github.com/pytorch/pytorch/commit/85b562dd2bd0a0738159746ce83bf110effcc065,2021-10-08 22:14:22,2,,,,,
https://github.com/pytorch/pytorch/commit/df475aa1dc4310abc273cf26b14b6ac1cdb7dfa4,2021-10-05 10:59:56,2,,,,,
https://github.com/pytorch/pytorch/commit/c7748fc172553da66368fd0b7fea3fe5661e2dc1,2021-10-03 11:42:28,2,,,,,
https://github.com/pytorch/pytorch/commit/5f7cadc7aa4b2bad29560eca081001d162f6b171,2021-10-01 10:49:07,2,,,,,
https://github.com/pytorch/pytorch/commit/c975ca4337adde71052fccb1c45bf44bb5185ff0,2021-09-29 15:02:11,2,,,,,
https://github.com/pytorch/pytorch/commit/926a3d2e85d51179eb2bc9ae6927b9139fd4409d,2021-09-18 10:30:30,2,,,,,
https://github.com/pytorch/pytorch/commit/4408b755bc93a09641fa206a868b7885bec04663,2021-09-17 19:26:28,2,,,,,
https://github.com/pytorch/pytorch/commit/1ed9c33d081c9b8cfb03e021450c7bf52495db1d,2021-09-17 11:32:51,2,,,,,
https://github.com/pytorch/pytorch/commit/3710edc86b6a68a5b77c977f33c8584325accf1f,2021-09-13 18:55:15,2,,,,,
https://github.com/pytorch/pytorch/commit/c99277e177cf16736262251c7e92ea5e9ba2c5c2,2021-09-13 17:24:16,2,,,,,
https://github.com/pytorch/pytorch/commit/0561e104d97cb2abf9c833a8361e2ae5645bc2de,2021-09-13 16:26:06,2,,,,,
https://github.com/pytorch/pytorch/commit/aedd70fcfe62a8bfb726b609f16edb8448a74299,2021-09-02 7:34:31,2,,,,,
https://github.com/pytorch/pytorch/commit/c7c711bfb88fcb0ef573125a5a8655c49156055b,2021-08-30 22:21:26,2,,,,,
https://github.com/pytorch/pytorch/commit/ad8eddbd808a97ac518ffd5b51d2c925803a1a3f,2021-08-27 11:55:35,2,,,,,
https://github.com/pytorch/pytorch/commit/3f1c8094707f695cf0cf51c795b18093e0a3ab86,2021-08-27 2:19:19,2,,,,,
https://github.com/pytorch/pytorch/commit/c06dfd7c26102ac2436ca25609c92fa794e972ca,2021-08-25 13:25:34,2,,,,,
https://github.com/pytorch/pytorch/commit/efe01c59e3f64979bf054af8a70705f41b65db4e,2021-08-20 18:49:49,2,,,,,
https://github.com/pytorch/pytorch/commit/9bb1371cc20a14907dbc47bc98e3ac5de866e34b,2021-08-18 14:51:23,2,,,,,
https://github.com/pytorch/pytorch/commit/f0f5cffde9196dd5ef46a6d6ba17975ea995c3ca,2021-08-18 14:51:19,2,,,,,
https://github.com/pytorch/pytorch/commit/af3cbfed9510747c776418c260c5116f662c6452,2021-08-18 13:41:10,2,,,,,
https://github.com/pytorch/pytorch/commit/30e1c74dc19ae2b622b46ebcdb7972c42775ac80,2021-08-18 9:44:10,2,,,,,
https://github.com/pytorch/pytorch/commit/de7ae9e9b6a8537ca06727f76363002350a7bacc,2021-08-13 13:38:30,2,,,,,
https://github.com/pytorch/pytorch/commit/4c630773e87f13a06bd0189be005aa8bb54f6b49,2021-08-10 12:28:50,2,,,,,
https://github.com/pytorch/pytorch/commit/18eeccc7e8cba16d71efdd2eca831983c4abde15,2021-08-03 19:00:55,2,,,,,
https://github.com/pytorch/pytorch/commit/f6e137598ddf0b990c423b1d6412502b62e095b2,2021-07-28 19:07:13,2,,,,,
https://github.com/pytorch/pytorch/commit/2945a73d903c17a10db6b8655baeb09f1695b056,2021-07-27 1:44:12,2,,,,,
https://github.com/pytorch/pytorch/commit/f0140a8c5f502cb3b3217e75480bf864a0d113ae,2021-07-26 17:14:05,2,,,,,
https://github.com/pytorch/pytorch/commit/7fbdc86aecd6fddb3d309a1d655efbf51e840139,2021-07-20 22:29:58,2,,,,,
https://github.com/pytorch/pytorch/commit/0cfcf68aa55667992ef8921cccf9ae199e5ca611,2021-07-20 22:29:53,2,,,,,
https://github.com/pytorch/pytorch/commit/91bc28508454384a2767c968765e135eccb29b05,2021-07-20 15:40:56,2,,,,,
https://github.com/pytorch/pytorch/commit/44d32671038a1748949151eb90d2db21d8d39479,2021-07-19 17:57:10,2,,,,,
https://github.com/pytorch/pytorch/commit/f91288972682b5f7157f40df2d7ac7536d456124,2021-07-19 16:04:24,2,,,,,
https://github.com/pytorch/pytorch/commit/9679fa7f306ec6e158375c1b48358cd98fde9f8d,2021-07-13 10:11:58,2,,,,,
https://github.com/pytorch/pytorch/commit/0afbb9e81e92a8a01b79c7ae47a4ea658be71e8a,2021-07-13 10:09:31,2,,,,,
https://github.com/pytorch/pytorch/commit/5144381b1d7ce6aebb159615c518b2472136b34c,2021-07-13 2:20:58,2,,,,,
https://github.com/pytorch/pytorch/commit/5a20c56ebce3426397210e91693fbbeade8b46ba,2021-07-12 13:09:33,2,,,,,
https://github.com/pytorch/pytorch/commit/09679af260b53c44c25b87750a84c1c50b6e9760,2021-07-12 10:10:27,2,,,,,
https://github.com/pytorch/pytorch/commit/962c9fbf856bfc0b564b7fc6fbb83b0cdad8e469,2021-07-09 14:28:35,2,,,,,
https://github.com/pytorch/pytorch/commit/24a8915534e42ac3136c9d8df0158a5d75455198,2021-07-09 13:28:12,2,,,,,
https://github.com/pytorch/pytorch/commit/00b0d826a11dd88c7eca5805e03f1f8071eaa314,2021-07-08 19:29:30,2,,,,,
https://github.com/pytorch/pytorch/commit/0fc110cdd19363f2eb5de68b6eeb82dadc933be0,2021-07-08 16:26:07,2,,,,,
https://github.com/pytorch/pytorch/commit/9310f6bac10f2ff79a5fbab59c02337aa7d550a2,2021-07-08 14:27:02,2,,,,,
https://github.com/pytorch/pytorch/commit/179b3ab88c3e71e01980585530fa8d71d461394a,2021-07-08 0:28:29,2,,,,,
https://github.com/pytorch/pytorch/commit/5054cb893485890c99af404cf81c0d5d8fef28ae,2021-07-07 22:29:17,2,,,,,
https://github.com/pytorch/pytorch/commit/b1dc9c39465632edaea7dd7279423952737d336e,2021-07-07 20:36:51,2,,,,,
https://github.com/pytorch/pytorch/commit/a6fea03a8ab2bd41c5e686a55c5904b49409ce97,2021-07-07 8:21:19,2,,,,,
https://github.com/pytorch/pytorch/commit/6e9e30cc1d7076fe76ea9020a7337650ae9325ea,2021-07-01 21:11:43,2,,,,,
https://github.com/pytorch/pytorch/commit/b4496df7d3211462eba139d0502379af4653ac74,2021-06-30 13:40:18,2,,,,,
https://github.com/pytorch/pytorch/commit/d3de37609f2f052a7efb098ab69540458ebaaa6c,2021-06-29 17:20:17,2,,,,,
https://github.com/pytorch/pytorch/commit/df47fa5bdc3e1349279b7f2f8b905b9a8c0eb374,2021-06-29 17:16:56,2,,,,,
https://github.com/pytorch/pytorch/commit/4310044fec5541c1fcc08149c83e2900337cda6a,2021-06-29 12:25:37,2,,,,,
https://github.com/pytorch/pytorch/commit/9af8aecd00de962726d5f8548cda331cd4926d03,2021-06-28 17:45:34,2,,,,,
https://github.com/pytorch/pytorch/commit/f118d20bea9188db1bd053dd1d1af1b32479183e,2021-06-28 13:40:30,2,,,,,
https://github.com/pytorch/pytorch/commit/40a7c317bc60713528320b9786765e4ec5707982,2021-06-24 21:44:41,2,,,,,
https://github.com/pytorch/pytorch/commit/7bf195f3608e0f28c30ffb6e2fecd74a1d4ee50a,2021-06-23 14:47:50,2,,,,,
https://github.com/pytorch/pytorch/commit/7c1bca9e94e79bd1cbb6b91a743734576618bfdf,2021-06-22 15:21:08,2,,,,,
https://github.com/pytorch/pytorch/commit/61e0bc19554179f83d77a803429ba5f12cd58605,2021-06-21 12:57:37,2,,,,,
https://github.com/pytorch/pytorch/commit/38c31168133e3a19531581d2624496509edcef03,2021-06-18 1:25:25,2,,,,,
https://github.com/pytorch/pytorch/commit/acf04cdedf29836833d799595d4caaa72dc1d22c,2021-06-17 19:25:18,2,,,,,
https://github.com/pytorch/pytorch/commit/81baa7fb0d346d0f87c3f1935019193a1025ac71,2021-06-17 13:32:20,2,,,,,
https://github.com/pytorch/pytorch/commit/c078cefa7d90357bfb871096efd2685163181723,2021-06-17 11:18:10,2,,,,,
https://github.com/pytorch/pytorch/commit/15dbc566c57eedbd0245e786912e94586eba0fd2,2021-06-16 15:19:12,2,,,,,
https://github.com/pytorch/pytorch/commit/25179ecb6315e3289b8794d3dc16b126fb66f104,2021-06-09 22:48:29,2,,,,,
https://github.com/pytorch/pytorch/commit/c22ac14969a863a00b5ebb04a3453610c7a27713,2021-06-02 15:28:54,2,,,,,
https://github.com/pytorch/pytorch/commit/aa857850bba7ca133c34c15c00bfbdcfd831c243,2021-06-01 15:24:14,2,,,,,
https://github.com/pytorch/pytorch/commit/e89b150a39b3bc9ebaeaf52b9e9628405b09f662,2021-05-27 12:44:50,2,,,,,
https://github.com/pytorch/pytorch/commit/671c224b0a1cca1f9f6d9966a4064cd7f73bb5d7,2021-05-26 16:08:19,2,,,,,
https://github.com/pytorch/pytorch/commit/22776f0857e3aca6f081f2960c7d1f34cf57619d,2021-05-22 16:13:39,2,,,,,
https://github.com/pytorch/pytorch/commit/378b2af93d9ac1eeca3398db84ee6fa668841ebe,2021-05-21 17:03:48,2,,,,,
https://github.com/pytorch/pytorch/commit/b9b41f6d1b4b80b7b402729d6f44f1293ad5afe4,2021-05-21 16:15:14,2,,,,,
https://github.com/pytorch/pytorch/commit/e1551f16786e9898a8d7381dc43272dc21ccbfed,2021-05-18 15:50:00,2,,,,,
https://github.com/pytorch/pytorch/commit/e059fd40a81bccdd867569fab88ea413712ee103,2021-05-18 9:20:09,2,,,,,
https://github.com/pytorch/pytorch/commit/e24dee00d40d01bd83b7a08fbcf9cdd51a05b04b,2021-05-17 21:03:19,2,,,,,
https://github.com/pytorch/pytorch/commit/af36d084fd728a5f6f15000f2bc03938428f8b6d,2021-05-12 15:29:17,2,,,,,
https://github.com/pytorch/pytorch/commit/6404184700159213f7d64df62537e238822f8b15,2021-05-12 13:52:01,2,,,,,
https://github.com/pytorch/pytorch/commit/94bb1150a73e005aa23aaf13fecad79d18fa50e3,2021-05-12 13:23:45,2,,,,,
https://github.com/pytorch/pytorch/commit/e9e125475e94aabfb34ee239fadc760615eef429,2021-05-12 1:07:21,2,,,,,
https://github.com/pytorch/pytorch/commit/1f83d8eec25c7339bd3e2862baf9b389e6a738a4,2021-05-11 19:30:45,2,,,,,
https://github.com/pytorch/pytorch/commit/eb39da6b520b1295c4127d244c971ce74dbce1ac,2021-05-04 22:18:18,2,,,,,
https://github.com/pytorch/pytorch/commit/4350d4af774fd5e6e8e6d1db5d2b30643907e0b8,2021-05-01 19:20:54,2,,,,,
https://github.com/pytorch/pytorch/commit/3355c30f91f78f3b942e0b74d9998a7cba3aa398,2021-04-22 11:35:43,2,,,,,
